489,1
489,413
489,417
507,246
507,306
507,486
28,73
28,210
41,527
41,681
47,526
47,34
47,541
47,542
64,138
64,227
64,409
64,893
553,11
553,552
553,581
553,111
553,124
553,126
553,127
553,135
553,169
553,225
553,301
554,512
554,22
554,72
75,115
75,146
100,153
100,223
100,356
586,67
586,224
586,914
603,132
134,649
134,825
140,141
142,619
649,526
649,34
649,59
649,561
649,604
649,139
649,619
649,145
649,620
649,151
649,152
649,176
649,199
649,265
649,745
649,307
649,797
649,825
649,830
649,912
654,655
655,465
175,87
668,727
222,183
222,278
707,34
707,59
707,151
707,193
707,214
707,351
707,369
727,87
727,149
727,194
727,950
734,489
734,1
746,504
746,512
746,523
746,39
746,80
746,128
746,689
746,698
746,262
746,823
746,358
746,854
746,856
746,857
746,395
746,405
746,895
746,431
746,918
746,929
300,502
300,503
300,31
300,38
300,39
300,639
300,241
300,242
300,717
300,248
300,729
300,266
300,267
300,786
300,346
300,847
300,848
300,372
300,968
300,390
300,872
300,450
300,950
784,52
784,544
784,607
784,419
826,1
826,502
826,503
826,17
826,39
826,44
826,55
826,545
826,551
826,63
826,67
826,86
826,87
826,150
826,178
826,179
826,663
826,180
826,201
826,240
826,241
826,718
826,249
826,250
826,744
826,263
826,274
826,752
826,778
826,302
826,786
826,788
826,803
826,831
826,354
826,834
826,355
826,414
826,415
826,890
826,891
826,892
826,432
826,470
826,471
826,949
826,869
828,8
828,498
828,535
828,555
828,598
828,610
828,183
828,191
828,218
828,692
828,227
828,697
828,748
828,299
828,808
828,320
828,336
828,827
828,340
828,858
828,886
828,412
828,972
377,162
377,662
377,706
377,273
382,13
382,562
382,73
382,232
382,699
382,233
382,700
382,712
382,736
382,258
382,740
382,741
382,262
382,743
382,324
382,814
382,815
382,862
382,864
382,865
391,511
391,526
391,34
391,47
391,537
391,541
391,542
391,607
391,620
391,649
391,159
391,177
391,197
391,683
391,693
391,694
391,295
391,798
391,799
391,822
391,823
391,336
391,825
391,853
391,376
391,389
391,430
391,486
398,499
